Amazon COGS,Completed On,Disposition,LPN,Product,Product Category,Result of Repair,Scheduled Date,Shipped Date,Started On,LPN/Amazon COGS,Checks/Title,Checks/Failed by decision logic Automatically,Checks/Status,is_human_executed,Is_it_IOG_Es_IOG,Send_to_Problem_Solve_Enviar_a_Problem_Solve,Is_there_something_in_the_box_Hay_algo_en_la_caja,Send_to_Liquidation_Palletizer_Enviar_a_paletizado,Open_T_Rex_Abrir_T_Rex,Did_T_Rex_Open_Se_abri_T_Rex,Is_it_the_Expected_Item_Es_el_art_culo_esperado,Is_it_Fraud_Es_fraude,Complete_T_Rex_Liquidation_Completa_el_proceso_de_,Is_the_Item_Factory_Sealed_El_art_culo_est_sellado,Complete_T_Rex_Sellable_Completar_T_Rex_Sellable,Does_the_item_need_to_be_Destroyed_El_art_culo_nec,Does_the_item_have_scratches_or_dents_larger_that_,Does_the_item_work_El_art_culo_funciona,Is_the_item_Repairable_El_art_culo_es_reparable,Send_to_Level_3_Enviar_a_Nivel_3,Does_it_need_Parts_Necesita_partes,Do_you_have_parts_Tienes_las_partes,Does_it_need_Sanitization_Necesita_sanitizaci_n,Add_the_Parts_A_ade_las_partes,Place_on_Level_2_Pallet_Colocar_en_pallet_de_Nivel,DONE,Palletize_the_item_Paletizar_el_art_culo,Are_you_using_the_Original_Box_Est_usando_la_caja_,Did_you_add_a_Manual_A_adiste_el_manual,Place_the_item_in_a_New_Box_Coloque_el_art_culo_en,Open_Trex_Abrir_Trex,Did_it_fix_the_item_Se_repar_el_art_culo,Does_it_need_Sanization_Necesita_sanitizaci_n,Palletize_the_item_Coloca_el_art_culo_en_el_pallet,Is_the_item_factory_Sealed_El_art_culo_est_sellado,Is_it_the_expected_item_Es_el_art_culo_esperado,Is_it_Fraud_Es_Fraude,Did_you_do_a_Factory_Reset_Hiciste_un_restablecimi,Does_it_need_parts_Necesita_partes,Did_you_use_Harvested_Parts_Has_usado_Harvested_Pa,Were_you_able_fix_the_item_Repar_el_art_culo,Are_you_using_Harvested_Parts_Est_usando_Harvested,Does_it_need_a_manual_Necesita_manual,Will_you_be_using_ONLY_Harvested_Parts_Utilizar_s_,Does_it_Need_a_Manual_Necesita_un_manual,Does_it_need_a_Manual_Necesita_manual,Does_it_Need_a_Manual_Necesita_manual,Does_the_item_have_scratches_or_dents_larger_than_,is_liquidated,cogs_bin,processing_days
1176.98,2025-09-12 14:38:14,Sellable,LPNNC5L51BV2T,[B071ZVR3HQ] XUX01M5PT,All / Amazon Products / 46090 Misc. Outdoor Power,Sellable - Repaired - RPR,2025-09-12 10:45:57,2025-09-22 08:42:41,2025-09-12 10:21:08,1176.98,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Passed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,0,$1K-$1.5K,0.0
1113.0,2025-09-25 13:46:34,Sellable,LPNPMEG9663606,[B0CH3Y64TZ] Native Instruments 29855,All / Amazon Products / 5100 DJ Equipment,Sellable - Repaired - RPR,2025-09-23 13:17:08,2025-09-29 09:44:30,2025-09-23 13:17:08,1113.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Passed,Passed,,,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Passed,Failed,Failed,Failed,Passed,Failed,Passed,Passed,Passed,Failed,,,,Passed,,Failed,Passed,Failed,Failed,Failed,Failed,Passed,,,,,,,,0,$1K-$1.5K,2.0
1224.49,2025-09-17 13:42:12,Sellable,LPNNC5B15Q418,[B0DZXFNVQ2] ECOVACS DEEBOT X9 PRO OMNI,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Sellable - Repaired - RPR,2025-09-15 09:13:19,2025-09-24 08:11:44,2025-09-15 09:13:19,1224.49,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Passed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Passed,Passed,Failed,Failed,,,,,,,,0,$1K-$1.5K,2.0
1022.0,2025-09-18 07:41:48,Liquidate,LPNNC5P56XB8G,[B0F82FCT4T] YOPTO YOPTO,All / Amazon Products / 5003 Upholstered Sofas/Sectionals/Armchairs,Liquidate - Functional Issues - NRF,2025-09-17 13:13:55,2025-09-22 15:12:43,2025-09-17 13:13:55,1022.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,1,$1K-$1.5K,0.0
1036.92,2025-09-30 15:08:09,Liquidate,LPNNC5GWBZLQ1,[B08DYW417W] iRobot 4720096,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Liquidate - Advanced Fraud - Fake - Not Authentic - NRD,2025-09-30 08:39:36,2025-10-02 11:53:39,2025-09-30 08:39:36,1036.92,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,,,,,,,,,,,,,,Passed,,,,,,,,,Failed,Passed,,,,,,,,,,,,1,$1K-$1.5K,0.0
1105.99,2025-10-01 13:47:31,Sellable,LPNNC5FZ9PSKL,[B0DZXFNVQ2] ECOVACS DEEBOT X9 PRO OMNI,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Sellable - Repaired - RPR,2025-09-30 12:34:19,2025-10-02 11:41:56,2025-09-30 12:34:19,1105.99,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,Failed,Passed,,,,Passed,Passed,Passed,,Passed,Passed,Passed,Failed,,,,,,Failed,Passed,,Passed,Passed,Failed,,,,,,,,,0,$1K-$1.5K,1.0
1147.49,2025-09-30 14:57:41,Liquidate,LPNNC5J3NRXSH,[B0C415HQPX] iRobot C975020,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Liquidate - Advanced Fraud - Fake - Not Authentic - NRD,2025-09-29 10:44:07,2025-10-02 11:53:39,2025-09-29 10:44:07,1147.49,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,,,,,,,,,,,,,,Passed,,,,,,,,,Failed,Passed,,,,,,,,,,,,1,$1K-$1.5K,1.0
1105.46,2025-09-05 08:16:45,Sellable,LPNNG5HZ7K9RV,[B0C1T4W797] Breville BES881BSS1BNA1,All / Amazon Products / 4602 Espresso Machines,Sellable - Repaired - RPR,2025-09-03 13:28:28,2025-09-11 07:57:51,2025-09-03 13:28:28,1105.46,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Passed,Failed,Passed,Failed,Failed,Passed,Failed,Passed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Passed,Failed,,,,,,,,0,$1K-$1.5K,1.0
1224.49,2025-10-01 07:46:43,Sellable,LPNNC5SHD1377,[B0DZXFNVQ2] ECOVACS DEEBOT X9 PRO OMNI,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Sellable - Repaired - RPR,2025-09-29 11:19:56,2025-10-02 11:36:22,2025-09-29 11:19:56,1224.49,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,Failed,Passed,,,,Passed,Passed,Passed,,Passed,Passed,Failed,Failed,Passed,,,,,Failed,Passed,,Passed,Passed,Failed,,,,,,,,,0,$1K-$1.5K,1.0
1224.49,2025-09-17 14:37:03,Liquidate,LPNNC528L97T2,[B0DZXFNVQ2] ECOVACS DEEBOT X9 PRO OMNI,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Liquidate - Functional Issues - NRF,2025-09-16 14:09:08,2025-09-22 15:12:43,2025-09-16 14:09:08,1224.49,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,1,$1K-$1.5K,1.0
1105.99,2025-10-08 11:30:48,Liquidate,LPNNG5D2X7PJ4,[B0DZXFNVQ2] ECOVACS DEEBOT X9 PRO OMNI,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Liquidate - Functional Issues - NRF,2025-10-01 10:19:57,2025-10-10 14:14:58,2025-10-01 10:19:57,1105.99,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,Failed,,Failed,Failed,Passed,,,,Failed,,,Passed,,Passed,,,,,,,,,Passed,,Passed,Passed,,,,,,,,,,1,$1K-$1.5K,7.0
1105.99,2025-10-03 14:30:49,Sellable,LPNNG5XMB1XBD,[B0DZXFNVQ2] ECOVACS DEEBOT X9 PRO OMNI,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Sellable - Repaired - RPR,2025-10-02 13:18:21,2025-10-06 07:44:27,2025-10-02 13:18:21,1105.99,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,Failed,Passed,,,,Passed,Passed,Passed,,Passed,Passed,Passed,Failed,,,,,,Failed,Passed,,Passed,Passed,Failed,,,,,,,,,0,$1K-$1.5K,1.0
1105.99,2025-10-06 13:29:11,Sellable,LPNNC53YSTJRJ,[B0DZXFNVQ2] ECOVACS DEEBOT X9 PRO OMNI,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Sellable - Repaired - RPR,2025-10-02 12:27:43,2025-10-07 09:27:57,2025-10-02 12:27:43,1105.99,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,Failed,Passed,,,,Passed,Passed,Passed,,Passed,Passed,Passed,Failed,,,,,,Failed,Passed,,Passed,Passed,Failed,,,,,,,,,0,$1K-$1.5K,4.0
1003.0,2025-09-09 14:39:36,Liquidate,LPNPMDS3927358,[B0BBYSLL3V] Denon AVRX3800H,"All / Amazon Products / 4210 Audio Receivers, Amplifiers, and Preamplifiers",Liquidate - Cosmetic - NRC,2025-09-09 12:12:00,2025-09-12 16:03:38,2025-09-09 12:12:01,1003.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,1,$1K-$1.5K,0.0
1169.96,2025-09-11 16:08:24,Sellable,LPNNG57XHFKCR,[B0C1T4W797] Breville BES881BSS1BNA1,All / Amazon Products / 4602 Espresso Machines,Sellable - Repaired - RPR,2025-09-11 09:12:26,2025-09-19 08:37:56,2025-09-11 09:12:26,1169.96,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Passed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,0,$1K-$1.5K,0.0
1069.0,2025-11-04 14:45:35,Sellable,LPNPMEM3028293,[B0016O9EPG] PSC-16,All / Amazon Products / 4602 Espresso Machines,Sellable - Repaired - RPR,2025-10-27 11:16:16,2025-11-06 07:42:28,2025-10-27 11:16:16,1069.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Passed,Passed,,Passed,Passed,Passed,Passed,Passed,Failed,,,,Passed,,,Passed,,Failed,,,,,,,,,,Failed,0,$1K-$1.5K,8.0
1559.96,2025-09-17 09:58:48,Sellable,LPNNA5F51PJBY,[B0DYGDKQ85] Breville BES985BSS1BNA1,All / Amazon Products / 4601 Coffee Machines,Sellable - Repaired - RPR,2025-09-16 14:00:59,2025-09-24 08:11:44,2025-09-16 14:00:59,1559.96,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Passed,,,Failed,,Failed,Passed,Failed,Passed,Passed,Failed,Failed,,,,,,,,0,$1.5K-$2K,0.0
1105.99,2025-09-30 09:40:27,Sellable,LPNNC58KZQH8F,[B0DZXFNVQ2] ECOVACS DEEBOT X9 PRO OMNI,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Sellable - Repaired - RPR,2025-09-29 10:38:28,2025-10-01 14:23:02,2025-09-29 10:38:28,1105.99,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,Failed,Passed,,,,Passed,Passed,Passed,,Passed,Passed,Failed,Failed,Passed,,,,,Failed,Passed,,Passed,Passed,Failed,,,,,,,,,0,$1K-$1.5K,0.0
1066.0,2025-09-18 13:38:47,Liquidate,LPNNE5P9CDQG4,[B0BZ47K42S] HONBAY SCR192-A7B2C-B,All / Amazon Products / 5003 Upholstered Sofas/Sectionals/Armchairs,Liquidate - Functional Issues - NRF,2025-09-18 11:59:48,2025-09-22 15:12:43,2025-09-18 11:59:48,1066.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,1,$1K-$1.5K,0.0
1036.92,2025-10-02 09:58:33,Sellable,LPNNG5HYN1XJW,[B08DYW417W] iRobot 4720096,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Sellable - Repaired - RPR,2025-09-30 14:23:15,2025-10-03 07:49:18,2025-09-30 12:40:33,1036.92,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,Failed,Passed,,,,Passed,Passed,Passed,,Passed,Passed,Failed,Failed,Passed,,,,,Failed,Passed,,Passed,Passed,Failed,,,,,,,,,0,$1K-$1.5K,1.0
1105.99,2025-10-06 10:44:42,Sellable,LPNNC5WSL1B78,[B0DZXFNVQ2] ECOVACS DEEBOT X9 PRO OMNI,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Sellable - Repaired - RPR,2025-10-02 10:55:50,2025-10-07 10:20:44,2025-10-02 09:50:14,1105.99,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,Failed,Passed,,,,Passed,Passed,Passed,,Passed,Passed,Passed,Failed,,,,,,Failed,Passed,,Passed,Passed,Failed,,,,,,,,,0,$1K-$1.5K,4.0
1064.57,2025-09-19 07:58:46,Sellable,LPNNE572XK3Z7,[B0BMTPMNG9] Flavia 18000565,All / Amazon Products / 4601 Coffee Machines,Sellable - Repaired - RPR,2025-09-17 14:58:17,2025-09-24 13:59:50,2025-09-17 14:04:47,1064.57,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Passed,Failed,Passed,Failed,Failed,Passed,Failed,Failed,Failed,Passed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Passed,Failed,,,,,,,,0,$1K-$1.5K,1.0
1105.99,2025-09-17 13:18:19,Sellable,LPNNC5RZXMDJX,[B0DZXFNVQ2] ECOVACS DEEBOT X9 PRO OMNI,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Sellable - Repaired - RPR,2025-09-12 07:53:39,2025-09-24 08:11:44,2025-09-12 07:53:39,1105.99,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Passed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Passed,Passed,Failed,Failed,,,,,,,,0,$1K-$1.5K,5.0
1399.99,2025-09-19 12:06:41,Sellable,LPNNE4QCCQVZP,[B0CTY6VT8Y] eufy T2080,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Sellable - Repaired - RPR,2025-09-16 14:13:22,2025-09-25 10:41:11,2025-09-16 14:13:22,1399.99,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Passed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Passed,Passed,Failed,Failed,,,,,,,,0,$1K-$1.5K,2.0
1066.49,2025-10-02 11:27:02,Liquidate,LPNNC55R1FL9S,[B0DR8NJMCJ] ECOVACS DEEBOT X8 PRO OMNI,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Liquidate - Advanced Fraud - Fake - Not Authentic - NRD,2025-09-30 07:43:36,2025-10-06 13:42:58,2025-09-30 07:43:36,1066.49,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,,,,,,,,,,,,,,Passed,,,,,,,,,Failed,Passed,,,,,,,,,,,,1,$1K-$1.5K,2.0
1036.92,2025-10-03 14:26:26,Liquidate,LPNNC5DL34R8L,[B08DYW417W] iRobot 4720096,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Liquidate - Advanced Fraud - Fake - Not Authentic - NRD,2025-10-02 12:48:47,2025-10-08 13:27:28,2025-10-02 12:48:47,1036.92,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,,,,,,,,,,,,,,Passed,,,,,,,,,Failed,Passed,,,,,,,,,,,,1,$1K-$1.5K,1.0
1105.99,2025-09-19 13:17:23,Sellable,LPNNC5NL99778,[B0DZXFNVQ2] ECOVACS DEEBOT X9 PRO OMNI,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Sellable - Repaired - RPR,2025-09-16 11:12:42,2025-09-25 10:41:11,2025-09-16 11:12:43,1105.99,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Passed,,,Failed,,Failed,Passed,Failed,Passed,Passed,Failed,Failed,,,,,,,,0,$1K-$1.5K,3.0
1224.49,2025-09-18 10:23:37,Sellable,LPNNC55TVMP3Z,[B0DZXFNVQ2] ECOVACS DEEBOT X9 PRO OMNI,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Sellable - Repaired - RPR,2025-09-15 08:28:41,2025-09-25 10:41:11,2025-09-15 08:28:41,1224.49,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Passed,,,Failed,,Failed,Passed,Failed,Passed,Passed,Failed,Failed,,,,,,,,0,$1K-$1.5K,3.0
1480.0,2025-09-18 13:56:27,Liquidate,LPNNC5RW2F4D3,[B0DLNPJHR6] MAYIHCAlTw,All / Amazon Products / 5801 Portable Air Conditioners,Wrong Item Description - NRM,2025-09-18 13:06:46,2025-09-22 15:12:43,2025-09-18 13:06:46,1480.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,,,Failed,,Failed,Failed,Failed,Failed,Failed,Failed,Failed,,,,,,,,1,$1K-$1.5K,0.0
1147.49,2025-10-01 10:14:07,Sellable,LPNNC5WVYGC2R,[B0D9ZRH61T] iRobot X085020,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Sellable - Repaired - RPR,2025-09-29 13:37:09,2025-10-02 11:41:56,2025-09-29 13:37:09,1147.49,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,Failed,Passed,,,,Passed,Passed,Passed,,Passed,Passed,Passed,Failed,,,,,,Failed,Passed,,Passed,Passed,Failed,,,,,,,,,0,$1K-$1.5K,1.0
1036.92,2025-09-27 09:31:12,Liquidate,LPNNC5ZFVGNZD,[B08DYW417W] iRobot 4720096,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Liquidate - Functional Issues - NRF,2025-09-27 08:12:17,2025-10-01 14:26:53,2025-09-27 08:12:17,1036.92,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,Failed,,Failed,Failed,Failed,Failed,,,,,,,,Passed,,,,,,,,,Passed,,Failed,,,,,,,,,,,1,$1K-$1.5K,0.0
1480.0,2025-09-18 08:06:17,Liquidate,LPNNE5MZY94ZS,[B0DLNPJHR6] MAYIHCAlTw,All / Amazon Products / 5801 Portable Air Conditioners,Wrong Item Description - NRM,2025-09-17 13:57:26,2025-09-22 15:12:43,2025-09-17 13:57:26,1480.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,,,Failed,,Failed,Failed,Failed,Failed,Failed,Failed,Failed,,,,,,,,1,$1K-$1.5K,0.0
1449.0,2025-09-27 09:43:25,Sellable,LPNNG5C92WKQP,[B06Y2Q2RWW] DRC200PT,All / Amazon Products / 32180 Wet Dry Vacs,Sellable - Repaired - RPR,2025-09-26 11:25:04,2025-09-30 13:18:03,2025-09-26 11:25:04,1449.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,Failed,Passed,,,Failed,,Passed,,,Passed,Passed,Passed,Failed,,,,,,Failed,Passed,,Failed,,,,,,,,,,,0,$1K-$1.5K,0.0
1035.26,2025-09-05 08:37:07,Liquidate,LPNNC5LMC6FTR,[B0B69F4W94] Jura 15466,All / Amazon Products / 4601 Coffee Machines,Liquidate - Functional Issues - NRF,2025-08-29 10:22:48,2025-09-11 14:19:41,2025-09-05 08:36:54,1035.26,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,1,$1K-$1.5K,0.0
1184.99,2025-09-29 11:13:07,Sellable,LPNNC59V5LY4M,[B0DZXFNVQ2] ECOVACS DEEBOT X9 PRO OMNI,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Sellable - Repaired - RPR,2025-09-26 07:51:03,2025-09-30 13:18:03,2025-09-26 07:51:03,1184.99,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,Failed,Passed,,,,Passed,Passed,Passed,,Passed,Passed,Failed,Failed,Passed,,,,,Failed,Passed,,Passed,Passed,Failed,,,,,,,,,0,$1K-$1.5K,3.0
1480.0,2025-09-18 13:22:51,Liquidate,LPNNG5K3QDZ56,[B0DLNPJHR6] MAYIHCAlTw,All / Amazon Products / 5801 Portable Air Conditioners,Wrong Item Description - NRM,2025-09-18 13:07:25,2025-09-22 15:12:43,2025-09-18 13:07:25,1480.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,,,Failed,,Failed,Failed,Failed,Failed,Failed,Failed,Failed,,,,,,,,1,$1K-$1.5K,0.0
1997.26,2025-09-05 08:02:47,Liquidate,LPNNA5RL9QX17,[B07DNZ9N9V] Jura 15210,All / Amazon Products / 4602 Espresso Machines,Liquidate - Cosmetic - NRC,2025-09-03 12:20:49,2025-09-11 14:19:41,2025-09-03 12:20:49,1997.26,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,1,$1.5K-$2K,1.0
1252.0,2025-09-04 17:05:25,Sellable,LPNPMEL7867339,[B0CX44NXKL] OMNIS-DUO,All / Amazon Products / 5100 DJ Equipment,Sellable - Repaired - RPR,2025-09-04 12:51:16,2025-09-11 07:57:51,2025-09-04 12:51:16,1252.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Passed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,0,$1K-$1.5K,0.0
1224.49,2025-09-18 16:58:56,Sellable,LPNNC563M15MK,[B0DZXFNVQ2] ECOVACS DEEBOT X9 PRO OMNI,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Sellable - Repaired - RPR,2025-09-17 16:04:53,2025-09-25 10:25:16,2025-09-17 16:04:54,1224.49,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Passed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Passed,Passed,Failed,Failed,,,,,,,,0,$1K-$1.5K,1.0
1036.92,2025-09-17 14:40:11,Liquidate,LPNNC5D92Q9C6,[B08DYW417W] iRobot 4720096,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Liquidate - Functional Issues - NRF,2025-09-16 13:16:34,2025-09-22 15:12:43,2025-09-16 13:11:25,1036.92,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,1,$1K-$1.5K,1.0
